"linha","ano","mes","parlamentar","gasto","valor"
"5987",2016,"10","FERREIRA ARAGAO","Serviços de Telecomunicações",2320.82
"5988",2016,"10","FERREIRA ARAGAO","Vale-Refeição e Vale-Alimentação",5000
"5989",2016,"10","GEORGE VALENTIM","Combustíveis e Lubrificantes Automotivos",6000
"5990",2016,"10","GEORGE VALENTIM","Locação de Veículos",5580
"5991",2016,"10","GEORGE VALENTIM","Passagens Aéreas",3885.03
"5992",2016,"10","GEORGE VALENTIM","Passagens Terrestres",605.92
"5993",2016,"10","GEORGE VALENTIM","Serviços Gráficos e Editoriais",5994.56
"5994",2016,"10","GEORGE VALENTIM","Serviços Técnicos Profissionais",12060
"5995",2016,"10","GEORGE VALENTIM","Vale-Refeição e Vale-Alimentação",3992
"5996",2016,"10","GONY ARRUDA","ASSINATURAS DE PERIÓDICOS E ANUIDADES",894.49
"5997",2016,"10","GONY ARRUDA","Combustíveis e Lubrificantes Automotivos",6000
"5998",2016,"10","GONY ARRUDA","Convênio com Plano de Saúde",2855.06
"5999",2016,"10","GONY ARRUDA","DESPESAS DE TELEPROCESSAMENTO",89.26
"6000",2016,"10","GONY ARRUDA","Locação de Veículos",6375
"6001",2016,"10","GONY ARRUDA","Seguros em Geral",474.56
"6002",2016,"10","GONY ARRUDA","Serviços Gráficos e Editoriais",29140
"6003",2016,"10","GONY ARRUDA","Serviços de Comunicação em Geral",6.65
"6004",2016,"10","GONY ARRUDA","Serviços de Telecomunicações",714.46
"6005",2016,"10","GONY ARRUDA","Vale-Refeição e Vale-Alimentação",2000
"6006",2016,"10","HEITOR FERRER","ASSINATURAS DE PERIÓDICOS E ANUIDADES",2094.14
"6007",2016,"10","HEITOR FERRER","Combustíveis e Lubrificantes Automotivos",3000
"6008",2016,"10","HEITOR FERRER","Convênio com Plano de Saúde",1025.35
"6009",2016,"10","HEITOR FERRER","Divulgação das Atividades Parlamentares",8000
"6010",2016,"10","HEITOR FERRER","Serviços Gráficos e Editoriais",12224.8
"6011",2016,"10","HEITOR FERRER","Serviços de Telecomunicações",894.57
"6012",2016,"10","HEITOR FERRER","Vale-Refeição e Vale-Alimentação",3997
"6013",2016,"10","IVO GOMES","ASSINATURAS DE PERIÓDICOS E ANUIDADES",1002.57
"6014",2016,"10","IVO GOMES","Convênio com Plano de Saúde",6482.58
"6015",2016,"10","IVO GOMES","Divulgação das Atividades Parlamentares",4100
"6016",2016,"10","IVO GOMES","Locação de Veículos",10200
"6017",2016,"10","IVO GOMES","Passagens Terrestres",1957.2
"6018",2016,"10","IVO GOMES","Seguros em Geral",592.65
"6019",2016,"10","IVO GOMES","Serviços Técnicos Profissionais",8000
"6020",2016,"10","IVO GOMES","Serviços de Telecomunicações",358.03
"6021",2016,"10","JOAO JAIME","Combustíveis e Lubrificantes Automotivos",6000
"6022",2016,"10","JOAO JAIME","Divulgação das Atividades Parlamentares",500
"6023",2016,"10","JOAO JAIME","Serviços Técnicos Profissionais",23040
"6024",2016,"10","JOAO JAIME","Vale-Refeição e Vale-Alimentação",2000
"6025",2016,"10","JOAQUIM NORONHA","ASSINATURAS DE PERIÓDICOS E ANUIDADES",369.05
"6026",2016,"10","JOAQUIM NORONHA","Combustíveis e Lubrificantes Automotivos",6000
"6027",2016,"10","JOAQUIM NORONHA","Convênio com Plano de Saúde",411.91
"6028",2016,"10","JOAQUIM NORONHA","Hospedagens",823.5
"6029",2016,"10","JOAQUIM NORONHA","Passagens Aéreas",1393.68
"6030",2016,"10","JOAQUIM NORONHA","Serviços Técnicos Profissionais",24300
"6031",2016,"10","JOAQUIM NORONHA","Serviços de Comunicação em Geral",57.78
"6032",2016,"10","JOAQUIM NORONHA","Serviços de Telecomunicações",1232.47
"6033",2016,"10","JOAQUIM NORONHA","Vale-Refeição e Vale-Alimentação",5000
"6034",2016,"10","JOSE ALBUQUERQUE","Combustíveis e Lubrificantes Automotivos",6000
"6035",2016,"10","JOSE ALBUQUERQUE","Convênio com Plano de Saúde",2049.18
"6036",2016,"10","JOSE ALBUQUERQUE","Seguros em Geral",527.2
"6037",2016,"10","JOSE ALBUQUERQUE","Vale-Refeição e Vale-Alimentação",4000
"6038",2016,"10","JULIO CESAR FILHO","Combustíveis e Lubrificantes Automotivos",6000
"6039",2016,"10","JULIO CESAR FILHO","Divulgação das Atividades Parlamentares",8000
"6040",2016,"10","JULIO CESAR FILHO","Serviços Técnicos Profissionais",14580
"6041",2016,"10","JULIO CESAR FILHO","Serviços de Telecomunicações",297.95
"6042",2016,"10","JULIO CESAR FILHO","Vale-Refeição e Vale-Alimentação",3000
"6043",2016,"10","LAIS NUNES","Combustíveis e Lubrificantes Automotivos",6000
"6044",2016,"10","LAIS NUNES","Convênio com Plano de Saúde",3119.06
"6045",2016,"10","LAIS NUNES","Divulgação das Atividades Parlamentares",6670
"6046",2016,"10","LAIS NUNES","Locação de Veículos",10030
"6047",2016,"10","LAIS NUNES","Serviços de Telecomunicações",1005.69
"6048",2016,"10","LEONARDO PINHEIRO","Combustíveis e Lubrificantes Automotivos",6000
"6049",2016,"10","LEONARDO PINHEIRO","Divulgação das Atividades Parlamentares",400
"6050",2016,"10","LEONARDO PINHEIRO","Serviços Técnicos Profissionais",22320
"6051",2016,"10","LEONARDO PINHEIRO","Vale-Refeição e Vale-Alimentação",3500
"6052",2016,"10","LUCILVIO GIRAO","Combustíveis e Lubrificantes Automotivos",6000
"6053",2016,"10","LUCILVIO GIRAO","Convênio com Plano de Saúde",1303.06
"6054",2016,"10","LUCILVIO GIRAO","Serviços Técnicos Profissionais",16020
"6055",2016,"10","LUCILVIO GIRAO","Serviços de Telecomunicações",244.54
"6056",2016,"10","LUCILVIO GIRAO","Vale-Refeição e Vale-Alimentação",2500
"6057",2016,"10","MANOEL DUCA","Combustíveis e Lubrificantes Automotivos",6000
"6058",2016,"10","MANOEL DUCA","Convênio com Plano de Saúde",1878.7
"6059",2016,"10","MANOEL DUCA","Passagens Aéreas",1514.97
"6060",2016,"10","MANOEL DUCA","Serviços Técnicos Profissionais",30060
"6061",2016,"10","MANOEL DUCA","Serviços de Telecomunicações",225.72
"6062",2016,"10","MANOEL DUCA","Vale-Refeição e Vale-Alimentação",1950
"6063",2016,"10","MOISES BRAZ","Combustíveis e Lubrificantes Automotivos",6000
"6064",2016,"10","MOISES BRAZ","Locação de Veículos",12070
"6065",2016,"10","MOISES BRAZ","Serviços Técnicos Profissionais",8280
"6066",2016,"10","MOISES BRAZ","Serviços de Comunicação em Geral",17.01
"6067",2016,"10","MOISES BRAZ","Serviços de Telecomunicações",1810.32
"6068",2016,"10","MOISES BRAZ","Vale-Refeição e Vale-Alimentação",3975
"6069",2016,"10","NAUMI AMORIM","Combustíveis e Lubrificantes Automotivos",6000
"6070",2016,"10","NAUMI AMORIM","Divulgação das Atividades Parlamentares",15000
"6071",2016,"10","NAUMI AMORIM","Passagens Aéreas",1584.99
"6072",2016,"10","NAUMI AMORIM","Vale-Refeição e Vale-Alimentação",5000
"6073",2016,"10","OSMAR BAQUIT","Combustíveis e Lubrificantes Automotivos",6000
"6074",2016,"10","OSMAR BAQUIT","Serviços Técnicos Profissionais",18360
"6075",2016,"10","OSMAR BAQUIT","Serviços de Telecomunicações",348.1
"6076",2016,"10","OSMAR BAQUIT","Vale-Refeição e Vale-Alimentação",5000
"6077",2016,"10","RACHEL MARQUES","ASSINATURAS DE PERIÓDICOS E ANUIDADES",344.77
"6078",2016,"10","RACHEL MARQUES","Combustíveis e Lubrificantes Automotivos",6000
"6079",2016,"10","RACHEL MARQUES","Convênio com Plano de Saúde",2494.24
"6080",2016,"10","RACHEL MARQUES","Divulgação das Atividades Parlamentares",2000
"6081",2016,"10","RACHEL MARQUES","Locação de Veículos",2125
"6082",2016,"10","RACHEL MARQUES","Passagens Aéreas",2804.72
"6083",2016,"10","RACHEL MARQUES","Serviços de Telecomunicações",906.98
"6084",2016,"10","RACHEL MARQUES","Vale-Refeição e Vale-Alimentação",5000
"6085",2016,"10","RENATO ROSENO","ASSINATURAS DE PERIÓDICOS E ANUIDADES",149.7
"6086",2016,"10","RENATO ROSENO","Combustíveis e Lubrificantes Automotivos",2600
"6087",2016,"10","RENATO ROSENO","Convênio com Plano de Saúde",558.36
"6088",2016,"10","RENATO ROSENO","Locação de Veículos",2380
"6089",2016,"10","RENATO ROSENO","Passagens Aéreas",4113.8
"6090",2016,"10","RENATO ROSENO","Passagens Terrestres",154.08
"6091",2016,"10","RENATO ROSENO","Serviços Gráficos e Editoriais",4368
"6092",2016,"10","RENATO ROSENO","Serviços de Comunicação em Geral",65.95
"6093",2016,"10","RENATO ROSENO","Serviços de Telecomunicações",422.21
"6094",2016,"10","RENATO ROSENO","Vale-Refeição e Vale-Alimentação",5000
"6095",2016,"10","ROBERIO MONTEIRO","Combustíveis e Lubrificantes Automotivos",6000
"6096",2016,"10","ROBERIO MONTEIRO","Convênio com Plano de Saúde",2010.21
"6097",2016,"10","ROBERIO MONTEIRO","Divulgação das Atividades Parlamentares",8000
"6098",2016,"10","ROBERIO MONTEIRO","Serviços Técnicos Profissionais",14040
"6099",2016,"10","ROBERIO MONTEIRO","Serviços de Telecomunicações",1307.81
"6100",2016,"10","ROBERIO MONTEIRO","Vale-Refeição e Vale-Alimentação",2000
"6101",2016,"10","ROBERTO MESQUITA","Combustíveis e Lubrificantes Automotivos",6000
"6102",2016,"10","ROBERTO MESQUITA","Serviços Técnicos Profissionais",8000
"6103",2016,"10","ROBERTO MESQUITA","Vale-Refeição e Vale-Alimentação",4000
"6104",2016,"10","SERGIO AGUIAR","Combustíveis e Lubrificantes Automotivos",6000
"6105",2016,"10","SERGIO AGUIAR","Divulgação das Atividades Parlamentares",7800
"6106",2016,"10","SERGIO AGUIAR","Seguros em Geral",1049.81
"6107",2016,"10","SERGIO AGUIAR","Serviços Técnicos Profissionais",3060
"6108",2016,"10","SERGIO AGUIAR","Serviços de Comunicação em Geral",423.09
"6109",2016,"10","SERGIO AGUIAR","Serviços de Telecomunicações",1464.52
"6110",2016,"10","SERGIO AGUIAR","Vale-Refeição e Vale-Alimentação",3580.5
"6111",2016,"10","TIN GOMES","Combustíveis e Lubrificantes Automotivos",6000
"6112",2016,"10","TIN GOMES","Convênio com Plano de Saúde",3405.09
"6113",2016,"10","TIN GOMES","Divulgação das Atividades Parlamentares",2750
"6114",2016,"10","TIN GOMES","Passagens Aéreas",8330.74
"6115",2016,"10","TIN GOMES","Serviços de Telecomunicações",3406.91
"6116",2016,"10","TIN GOMES","Vale-Refeição e Vale-Alimentação",5297
"6117",2016,"10","TOMAZ HOLANDA","Combustíveis e Lubrificantes Automotivos",6000
"6118",2016,"10","TOMAZ HOLANDA","Divulgação das Atividades Parlamentares",5000
"6119",2016,"10","TOMAZ HOLANDA","Serviços Gráficos e Editoriais",11856
"6120",2016,"10","TOMAZ HOLANDA","Serviços Técnicos Profissionais",3600
"6121",2016,"10","TOMAZ HOLANDA","Vale-Refeição e Vale-Alimentação",5000
"6122",2016,"10","WALTER CAVALCANTE","Combustíveis e Lubrificantes Automotivos",6000
"6123",2016,"10","WALTER CAVALCANTE","DESPESAS DE TELEPROCESSAMENTO",2000
"6124",2016,"10","WALTER CAVALCANTE","Divulgação das Atividades Parlamentares",6000
"6125",2016,"10","WALTER CAVALCANTE","Seguros em Geral",956.84
"6126",2016,"10","WALTER CAVALCANTE","Serviços Técnicos Profissionais",3960
"6127",2016,"10","WALTER CAVALCANTE","Serviços de Comunicação em Geral",132.72
"6128",2016,"10","WALTER CAVALCANTE","Serviços de Telecomunicações",575.57
"6129",2016,"10","WALTER CAVALCANTE","Vale-Refeição e Vale-Alimentação",4000
"6130",2016,"10","ZE AILTON BRASIL","Combustíveis e Lubrificantes Automotivos",6000
"6131",2016,"10","ZE AILTON BRASIL","Convênio com Plano de Saúde",3369.21
"6132",2016,"10","ZE AILTON BRASIL","Divulgação das Atividades Parlamentares",2000
"6133",2016,"10","ZE AILTON BRASIL","Passagens Aéreas",1464.26
"6134",2016,"10","ZE AILTON BRASIL","Passagens Terrestres",155.04
"6135",2016,"10","ZE AILTON BRASIL","Serviços Gráficos e Editoriais",4232.8
"6136",2016,"10","ZE AILTON BRASIL","Serviços de Telecomunicações",1134.38
"6137",2016,"10","ZE AILTON BRASIL","Vale-Refeição e Vale-Alimentação",4000
"6138",2016,"11","ADERLANIA NORONHA","Combustíveis e Lubrificantes Automotivos",6000
"6139",2016,"11","ADERLANIA NORONHA","Convênio com Plano de Saúde",1171.38
"6140",2016,"11","ADERLANIA NORONHA","Divulgação das Atividades Parlamentares",5800
"6141",2016,"11","ADERLANIA NORONHA","Passagens Aéreas",15343.31
"6142",2016,"11","ADERLANIA NORONHA","Serviços de Comunicação em Geral",100.98
"6143",2016,"11","ADERLANIA NORONHA","Serviços de Telecomunicações",604.65
"6144",2016,"11","ADERLANIA NORONHA","Vale-Refeição e Vale-Alimentação",4000
"6145",2016,"11","AGENOR NETO","ASSINATURAS DE PERIÓDICOS E ANUIDADES",113.18
"6146",2016,"11","AGENOR NETO","Combustíveis e Lubrificantes Automotivos",6000
"6147",2016,"11","AGENOR NETO","Convênio com Plano de Saúde",3497.59
"6148",2016,"11","AGENOR NETO","Hospedagens",218.28
"6149",2016,"11","AGENOR NETO","Locação de Aeronaves",6791.96
"6150",2016,"11","AGENOR NETO","Passagens Aéreas",4536.57
"6151",2016,"11","AGENOR NETO","Passagens Terrestres",60.45
"6152",2016,"11","AGENOR NETO","Serviços de Telecomunicações",2644.57
"6153",2016,"11","AGENOR NETO","Vale-Refeição e Vale-Alimentação",3000
"6154",2016,"11","ANTONIO GRANJA","Combustíveis e Lubrificantes Automotivos",6000
"6155",2016,"11","ANTONIO GRANJA","Divulgação das Atividades Parlamentares",8000
"6156",2016,"11","ANTONIO GRANJA","Serviços Gráficos e Editoriais",7988.16
"6157",2016,"11","ANTONIO GRANJA","Serviços Técnicos Profissionais",8280
"6158",2016,"11","ANTONIO GRANJA","Serviços de Telecomunicações",1455.09
"6159",2016,"11","ANTONIO GRANJA","Vale-Refeição e Vale-Alimentação",4000
"6160",2016,"11","AUDIC MOTA","Combustíveis e Lubrificantes Automotivos",6000
"6161",2016,"11","AUDIC MOTA","Convênio com Plano de Saúde",979.68
"6162",2016,"11","AUDIC MOTA","Divulgação das Atividades Parlamentares",3500
"6163",2016,"11","AUDIC MOTA","Locação de Veículos",6128.5
"6164",2016,"11","AUDIC MOTA","Passagens Aéreas",1064.09
"6165",2016,"11","AUDIC MOTA","Seguros em Geral",504.04
"6166",2016,"11","AUDIC MOTA","Serviços Gráficos e Editoriais",5033.6
"6167",2016,"11","AUDIC MOTA","Serviços Técnicos Profissionais",7140
"6168",2016,"11","AUDIC MOTA","Serviços de Telecomunicações",2450.23
"6169",2016,"11","AUDIC MOTA","Vale-Refeição e Vale-Alimentação",5000
"6170",2016,"11","AUGUSTA BRITO","Combustíveis e Lubrificantes Automotivos",6000
"6171",2016,"11","AUGUSTA BRITO","Convênio com Plano de Saúde",1759.5
"6172",2016,"11","AUGUSTA BRITO","Passagens Aéreas",340.03
"6173",2016,"11","AUGUSTA BRITO","Serviços de Telecomunicações",1508.01
"6174",2016,"11","AUGUSTA BRITO","Vale-Refeição e Vale-Alimentação",3992
"6175",2016,"11","BETHROSE","Combustíveis e Lubrificantes Automotivos",4000
"6176",2016,"11","BETHROSE","Convênio com Plano de Saúde",1405
"6177",2016,"11","BETHROSE","Divulgação das Atividades Parlamentares",8000
"6178",2016,"11","BETHROSE","Serviços Técnicos Profissionais",16200
"6179",2016,"11","BETHROSE","Vale-Refeição e Vale-Alimentação",1000
"6180",2016,"11","BRUNO GONCALVES","Combustíveis e Lubrificantes Automotivos",6000
"6181",2016,"11","BRUNO GONCALVES","Serviços Técnicos Profissionais",32120
"6182",2016,"11","BRUNO GONCALVES","Serviços de Telecomunicações",97.22
"6183",2016,"11","BRUNO GONCALVES","Vale-Refeição e Vale-Alimentação",3998
"6184",2016,"11","BRUNO PEDROSA","Combustíveis e Lubrificantes Automotivos",6000
"6185",2016,"11","BRUNO PEDROSA","Convênio com Plano de Saúde",652.89
"6186",2016,"11","BRUNO PEDROSA","Divulgação das Atividades Parlamentares",8600
"6187",2016,"11","BRUNO PEDROSA","Serviços Técnicos Profissionais",8280
"6188",2016,"11","BRUNO PEDROSA","Serviços de Comunicação em Geral",1.15
"6189",2016,"11","BRUNO PEDROSA","Serviços de Telecomunicações",124.1
"6190",2016,"11","BRUNO PEDROSA","Vale-Refeição e Vale-Alimentação",2000
"6191",2016,"11","CAPITAO WAGNER","Combustíveis e Lubrificantes Automotivos",6000
"6192",2016,"11","CAPITAO WAGNER","Convênio com Plano de Saúde",2144.86
"6193",2016,"11","CAPITAO WAGNER","Serviços de Comunicação em Geral",52.04
"6194",2016,"11","CAPITAO WAGNER","Serviços de Telecomunicações",1396.48
"6195",2016,"11","CAPITAO WAGNER","Vale-Refeição e Vale-Alimentação",5000
"6196",2016,"11","CARLOMANO MARQUES","Combustíveis e Lubrificantes Automotivos",6000
"6197",2016,"11","CARLOMANO MARQUES","Divulgação das Atividades Parlamentares",8000
"6198",2016,"11","CARLOMANO MARQUES","Serviços Técnicos Profissionais",17100
"6199",2016,"11","CARLOMANO MARQUES","Serviços de Telecomunicações",471.52
"6200",2016,"11","CARLOS FELIPE","Combustíveis e Lubrificantes Automotivos",6000
"6201",2016,"11","CARLOS FELIPE","Convênio com Plano de Saúde",840.29
"6202",2016,"11","CARLOS FELIPE","Divulgação das Atividades Parlamentares",8000
"6203",2016,"11","CARLOS FELIPE","Passagens Terrestres",2955.03
"6204",2016,"11","CARLOS FELIPE","Serviços Gráficos e Editoriais",3020.16
"6205",2016,"11","CARLOS FELIPE","Serviços Técnicos Profissionais",16380
"6206",2016,"11","CARLOS FELIPE","Serviços de Telecomunicações",5062.72
"6207",2016,"11","CARLOS FELIPE","Vale-Refeição e Vale-Alimentação",4000
"6208",2016,"11","CARLOS MATOS","ASSINATURAS DE PERIÓDICOS E ANUIDADES",303.16
"6209",2016,"11","CARLOS MATOS","Combustíveis e Lubrificantes Automotivos",4000
"6210",2016,"11","CARLOS MATOS","Convênio com Plano de Saúde",2634.97
"6211",2016,"11","CARLOS MATOS","Divulgação das Atividades Parlamentares",6200
"6212",2016,"11","CARLOS MATOS","Locação de Veículos",12047.55
"6213",2016,"11","CARLOS MATOS","Passagens Aéreas",3582.36
"6214",2016,"11","CARLOS MATOS","Serviços de Telecomunicações",1865.3
"6215",2016,"11","CARLOS MATOS","Vale-Refeição e Vale-Alimentação",5000
"6216",2016,"11","DANNIEL OLIVEIRA","Combustíveis e Lubrificantes Automotivos",6000
"6217",2016,"11","DANNIEL OLIVEIRA","Divulgação das Atividades Parlamentares",7950
"6218",2016,"11","DANNIEL OLIVEIRA","Hospedagens",1840.8
"6219",2016,"11","DANNIEL OLIVEIRA","Passagens Aéreas",9591.92
"6220",2016,"11","DANNIEL OLIVEIRA","Serviços Técnicos Profissionais",8280
"6221",2016,"11","DANNIEL OLIVEIRA","Serviços de Comunicação em Geral",48.3
"6222",2016,"11","DANNIEL OLIVEIRA","Serviços de Telecomunicações",560.09
"6223",2016,"11","DANNIEL OLIVEIRA","Vale-Refeição e Vale-Alimentação",5000
"6224",2016,"11","DAVID DURAND","Combustíveis e Lubrificantes Automotivos",6000
"6225",2016,"11","DAVID DURAND","Locação de Veículos",21080
"6226",2016,"11","DAVID DURAND","Serviços Técnicos Profissionais",16020
"6227",2016,"11","DAVID DURAND","Serviços de Telecomunicações",679.62
"6228",2016,"11","DAVID DURAND","Vale-Refeição e Vale-Alimentação",5000
"6229",2016,"11","DR SANTANA","Combustíveis e Lubrificantes Automotivos",4000
"6230",2016,"11","DR SANTANA","Divulgação das Atividades Parlamentares",6000
"6231",2016,"11","DR SANTANA","Passagens Aéreas",1819.08
"6232",2016,"11","DR SANTANA","Serviços Técnicos Profissionais",7200
"6233",2016,"11","DR SANTANA","Serviços de Comunicação em Geral",11
"6234",2016,"11","DR SANTANA","Vale-Refeição e Vale-Alimentação",5000
"6235",2016,"11","DR. SARTO","ASSINATURAS DE PERIÓDICOS E ANUIDADES",1007.65
"6236",2016,"11","DR. SARTO","Combustíveis e Lubrificantes Automotivos",6000
"6237",2016,"11","DR. SARTO","Convênio com Plano de Saúde",1939.42
"6238",2016,"11","DR. SARTO","Serviços Técnicos Profissionais",19080
"6239",2016,"11","DR. SARTO","Serviços de Comunicação em Geral",14.03
"6240",2016,"11","DR. SARTO","Vale-Refeição e Vale-Alimentação",4000
"6241",2016,"11","DRA SILVANA","Combustíveis e Lubrificantes Automotivos",6000
"6242",2016,"11","DRA SILVANA","Serviços Técnicos Profissionais",20700
"6243",2016,"11","DRA SILVANA","Serviços de Telecomunicações",1265.51
"6244",2016,"11","DRA SILVANA","Vale-Refeição e Vale-Alimentação",5000
"6245",2016,"11","ELMANO","Combustíveis e Lubrificantes Automotivos",6000
